0.0;0.0
0.0;20.0
0.0;40.0
0.0;60.0
0.0;80.0
0.0;100.0
0.0;120.0
0.0;140.0
20.0;0.0
20.0;20.0
20.0;40.0
20.0;60.0
20.0;80.0
20.0;100.0
20.0;120.0
20.0;140.0
40.0;0.0
40.0;20.0
40.0;40.0
40.0;60.0
40.0;80.0
40.0;100.0
40.0;120.0
40.0;140.0
60.0;0.0
60.0;20.0
60.0;40.0
60.0;60.0
60.0;80.0
60.0;100.0
60.0;120.0
60.0;140.0
80.0;0.0
80.0;20.0
80.0;40.0
80.0;60.0
80.0;80.0
80.0;100.0
80.0;120.0
80.0;140.0
100.0;0.0
100.0;20.0
100.0;40.0
100.0;60.0
100.0;80.0
100.0;100.0
100.0;120.0
100.0;140.0
120.0;0.0
120.0;20.0
120.0;40.0
120.0;60.0
120.0;80.0
120.0;100.0
120.0;120.0
120.0;140.0
140.0;0.0
140.0;20.0
140.0;40.0
140.0;60.0
140.0;80.0
140.0;100.0
140.0;120.0
140.0;140.0
160.0;0.0
160.0;20.0
160.0;40.0
160.0;60.0
160.0;80.0
160.0;100.0
160.0;120.0
160.0;140.0
180.0;0.0
180.0;20.0
180.0;40.0
180.0;60.0
180.0;80.0
180.0;100.0
180.0;120.0
180.0;140.0
200.0;0.0
200.0;20.0
200.0;40.0
200.0;60.0
200.0;80.0
200.0;100.0
200.0;120.0
200.0;140.0
220.0;0.0
220.0;20.0
220.0;40.0
220.0;60.0
220.0;80.0
220.0;100.0
220.0;120.0
220.0;140.0
240.0;0.0
240.0;20.0
240.0;40.0
240.0;60.0
240.0;80.0
240.0;100.0
240.0;120.0
240.0;140.0
260.0;0.0
260.0;20.0
260.0;40.0
260.0;60.0
260.0;80.0
260.0;100.0
260.0;120.0
260.0;140.0
280.0;20.0
280.0;40.0
280.0;60.0
280.0;80.0
280.0;100.0
280.0;120.0
300.0;20.0
300.0;40.0
300.0;60.0
300.0;80.0
300.0;100.0
300.0;120.0
320.0;20.0
320.0;40.0
320.0;60.0
320.0;80.0
320.0;100.0
320.0;120.0
340.0;20.0
340.0;40.0
340.0;60.0
340.0;80.0
340.0;100.0
340.0;120.0
360.0;20.0
360.0;40.0
360.0;60.0
360.0;80.0
360.0;100.0
360.0;120.0
380.0;0.0
380.0;20.0
380.0;40.0
380.0;60.0
380.0;80.0
380.0;100.0
380.0;120.0
380.0;140.0
400.0;0.0
400.0;20.0
400.0;40.0
400.0;60.0
400.0;80.0
400.0;100.0
400.0;120.0
400.0;140.0
420.0;0.0
420.0;20.0
420.0;40.0
420.0;60.0
420.0;80.0
420.0;100.0
420.0;120.0
420.0;140.0
440.0;0.0
440.0;20.0
440.0;40.0
440.0;60.0
440.0;80.0
440.0;100.0
440.0;120.0
440.0;140.0
460.0;0.0
460.0;20.0
460.0;40.0
460.0;60.0
460.0;80.0
460.0;100.0
460.0;120.0
460.0;140.0
480.0;0.0
480.0;20.0
480.0;40.0
480.0;60.0
480.0;80.0
480.0;100.0
480.0;120.0
480.0;140.0
500.0;0.0
500.0;20.0
500.0;40.0
500.0;60.0
500.0;80.0
500.0;100.0
500.0;120.0
500.0;140.0
520.0;0.0
520.0;20.0
520.0;40.0
520.0;60.0
520.0;80.0
520.0;100.0
520.0;120.0
520.0;140.0
540.0;20.0
540.0;40.0
540.0;60.0
540.0;80.0
540.0;100.0
540.0;120.0
560.0;20.0
560.0;40.0
560.0;60.0
560.0;80.0
560.0;100.0
560.0;120.0
580.0;20.0
580.0;40.0
580.0;60.0
580.0;80.0
580.0;100.0
580.0;120.0
600.0;20.0
600.0;40.0
600.0;60.0
600.0;80.0
600.0;100.0
600.0;120.0
620.0;20.0
620.0;40.0
620.0;60.0
620.0;80.0
620.0;100.0
620.0;120.0
640.0;0.0
640.0;20.0
640.0;40.0
640.0;60.0
640.0;80.0
640.0;100.0
640.0;120.0
640.0;140.0
660.0;0.0
660.0;20.0
660.0;40.0
660.0;60.0
660.0;80.0
660.0;100.0
660.0;120.0
660.0;140.0
680.0;0.0
680.0;20.0
680.0;40.0
680.0;60.0
680.0;80.0
680.0;100.0
680.0;120.0
680.0;140.0
700.0;0.0
700.0;20.0
700.0;40.0
700.0;60.0
700.0;80.0
700.0;100.0
700.0;120.0
700.0;140.0
720.0;0.0
720.0;20.0
720.0;40.0
720.0;60.0
720.0;80.0
720.0;100.0
720.0;120.0
720.0;140.0
740.0;0.0
740.0;20.0
740.0;40.0
740.0;60.0
740.0;80.0
740.0;100.0
740.0;120.0
740.0;140.0
760.0;0.0
760.0;20.0
760.0;40.0
760.0;60.0
760.0;80.0
760.0;100.0
760.0;120.0
760.0;140.0
780.0;0.0
780.0;20.0
780.0;40.0
780.0;60.0
780.0;80.0
780.0;100.0
780.0;120.0
780.0;140.0
800.0;0.0
800.0;20.0
800.0;40.0
800.0;60.0
800.0;80.0
800.0;100.0
800.0;120.0
800.0;140.0
820.0;0.0
820.0;20.0
820.0;40.0
820.0;60.0
820.0;80.0
820.0;100.0
820.0;120.0
820.0;140.0
840.0;0.0
840.0;20.0
840.0;40.0
840.0;60.0
840.0;80.0
840.0;100.0
840.0;120.0
840.0;140.0
860.0;0.0
860.0;20.0
860.0;40.0
860.0;60.0
860.0;80.0
860.0;100.0
860.0;120.0
860.0;140.0
880.0;0.0
880.0;20.0
880.0;40.0
880.0;60.0
880.0;80.0
880.0;100.0
880.0;120.0
880.0;140.0
900.0;0.0
900.0;20.0
900.0;40.0
900.0;60.0
900.0;80.0
900.0;100.0
900.0;120.0
900.0;140.0
